Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
10	632	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	2.0	0.0	196.0	1	98	0	0	0.0	1.0	0.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
1	98	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
10	632	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	2.0	0.0	196.0	1	98	0	0	0.0	1.0	0.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
10	632	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	2.0	0.0	196.0	1	98	0	0	0.0	1.0	0.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
10	632	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	2.0	0.0	196.0	1	98	0	0	0.0	1.0	0.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
16	1204	6	572	6.0	16.0	572.0	1204.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	1.0	0.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
16	1204	6	572	6.0	16.0	572.0	1204.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
16	1204	6	572	6.0	16.0	572.0	1204.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
16	1204	6	572	6.0	16.0	572.0	1204.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	1	98	1.0	2.0	98.0	196.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
16	1204	6	572	6.0	16.0	572.0	1204.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	1	98	1.0	1.0	98.0	98.0	voice
16	1204	6	572	6.0	16.0	572.0	1204.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
16	1204	6	572	6.0	16.0	572.0	1204.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
22	1704	6	500	6.0	11.0	500.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
22	1704	6	500	6.0	11.0	500.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
22	1704	6	500	6.0	11.0	500.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.5	0.0	49.0	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
22	1704	6	500	6.0	11.0	500.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	1.0	0.0	98.0	1	98	0	0	0.0	0.5	0.0	49.0	voice
22	1704	6	500	6.0	11.0	500.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.5	0.0	49.0	voice
22	1704	6	500	6.0	11.0	500.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
22	1704	6	500	6.0	11.0	500.0	852.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.6666666666666666	0.0	65.33333333333333	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.3333333333333333	0.0	32.666666666666664	voice
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
24	1884	2	180	2.0	8.0	180.0	628.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	2	96	2.0	0.8	96.0	58.4	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	2	96	2.0	0.8	96.0	58.4	3	214	2	116	2.0	0.6	116.0	42.8	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	2	96	2.0	0.8	96.0	58.4	3	214	2	116	2.0	0.6	116.0	42.8	voice
3	238	1	42	1.0	0.6	42.0	47.6	1	98	0	0	0.0	0.25	0.0	24.5	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	2	96	2.0	0.8	96.0	58.4	3	214	2	116	2.0	0.6	116.0	42.8	voice
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	voice
2	196	0	0	0.0	0.5	0.0	49.0	1	98	0	0	0.0	0.25	0.0	24.5	voice
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	2	96	2.0	0.8	96.0	58.4	3	214	2	116	2.0	0.6	116.0	42.8	voice
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	voice
2	196	0	0	0.0	0.4	0.0	39.2	1	98	0	0	0.0	0.25	0.0	24.5	voice
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	2	96	2.0	0.8	96.0	58.4	3	214	2	116	2.0	0.6	116.0	42.8	voice
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	voice
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	voice
24	1884	0	0	0.0	6.0	0.0	471.0	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	2	96	2.0	0.8	96.0	58.4	3	214	2	116	2.0	0.6	116.0	42.8	voice
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	voice
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	voice
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.6666666666666666	0.0	48.666666666666664	3	214	2	116	2.0	0.6	116.0	42.8	voice
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	voice
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	voice
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.6666666666666666	0.0	48.666666666666664	3	214	0	0	0.0	0.5	0.0	35.666666666666664	voice
3	238	1	42	1.0	0.6	42.0	47.6	2	140	1	42	1.0	0.4	42.0	28.0	voice
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	voice
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.6666666666666666	0.0	48.666666666666664	3	214	0	0	0.0	0.5	0.0	35.666666666666664	voice
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	1	42	1.0	0.4	42.0	28.0	voice
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	voice
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.6666666666666666	0.0	48.666666666666664	3	214	0	0	0.0	0.5	0.0	35.666666666666664	voice
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
2	196	0	0	0.0	0.4	0.0	39.2	2	140	1	42	1.0	0.4	42.0	28.0	voice
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.6666666666666666	0.0	48.666666666666664	3	214	0	0	0.0	0.5	0.0	35.666666666666664	voice
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	1	42	1.0	0.4	42.0	28.0	voice
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.6666666666666666	0.0	48.666666666666664	3	214	0	0	0.0	0.5	0.0	35.666666666666664	voice
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
24	1884	0	0	0.0	4.8	0.0	376.8	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.6666666666666666	0.0	48.666666666666664	3	214	0	0	0.0	0.5	0.0	35.666666666666664	voice
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
26	2024	2	140	2.0	4.333333333333333	140.0	337.3333333333333	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5714285714285714	0.0	41.714285714285715	3	214	0	0	0.0	0.5	0.0	35.666666666666664	voice
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
26	2024	2	140	2.0	4.333333333333333	140.0	337.3333333333333	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5714285714285714	0.0	41.714285714285715	3	214	0	0	0.0	0.42857142857142855	0.0	30.571428571428573	voice
3	238	0	0	0.0	0.5	0.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
26	2024	2	140	2.0	4.333333333333333	140.0	337.3333333333333	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5714285714285714	0.0	41.714285714285715	3	214	0	0	0.0	0.42857142857142855	0.0	30.571428571428573	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
26	2024	2	140	2.0	4.333333333333333	140.0	337.3333333333333	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5714285714285714	0.0	41.714285714285715	3	214	0	0	0.0	0.42857142857142855	0.0	30.571428571428573	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
3	238	1	42	1.0	0.5	42.0	39.666666666666664	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
26	2024	2	140	2.0	4.333333333333333	140.0	337.3333333333333	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5714285714285714	0.0	41.714285714285715	3	214	0	0	0.0	0.42857142857142855	0.0	30.571428571428573	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.3333333333333333	0.0	23.333333333333332	voice
26	2024	2	140	2.0	4.333333333333333	140.0	337.3333333333333	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5714285714285714	0.0	41.714285714285715	3	214	0	0	0.0	0.42857142857142855	0.0	30.571428571428573	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
26	2024	2	140	2.0	4.333333333333333	140.0	337.3333333333333	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5714285714285714	0.0	41.714285714285715	3	214	0	0	0.0	0.42857142857142855	0.0	30.571428571428573	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
27	2094	1	70	1.0	3.857142857142857	70.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5	0.0	36.5	3	214	0	0	0.0	0.42857142857142855	0.0	30.571428571428573	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
27	2094	1	70	1.0	3.857142857142857	70.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5	0.0	36.5	3	214	0	0	0.0	0.375	0.0	26.75	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
27	2094	1	70	1.0	3.857142857142857	70.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5	0.0	36.5	3	214	0	0	0.0	0.375	0.0	26.75	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
27	2094	1	70	1.0	3.857142857142857	70.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5	0.0	36.5	3	214	0	0	0.0	0.375	0.0	26.75	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
3	238	0	0	0.0	0.42857142857142855	0.0	34.0	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
27	2094	1	70	1.0	3.857142857142857	70.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5	0.0	36.5	3	214	0	0	0.0	0.375	0.0	26.75	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.2857142857142857	0.0	20.0	voice
27	2094	1	70	1.0	3.857142857142857	70.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5	0.0	36.5	3	214	0	0	0.0	0.375	0.0	26.75	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
27	2094	1	70	1.0	3.857142857142857	70.0	299.14285714285717	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.5	0.0	36.5	3	214	0	0	0.0	0.375	0.0	26.75	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
27	2094	0	0	0.0	3.375	0.0	261.75	0	0	0	0	0.0	0.0	0.0	0.0	voice
4	292	0	0	0.0	0.4444444444444444	0.0	32.44444444444444	3	214	0	0	0.0	0.375	0.0	26.75	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
3	238	0	0	0.0	0.375	0.0	29.75	2	140	0	0	0.0	0.25	0.0	17.5	voice
27	2094	0	0	0.0	3.375	0.0	261.75	0	0	0	0	0.0	0.0	0.0	0.0	voice
